# Ravaged Ruins
#
# Ravaged Ruins Random tables from
# the Judges Guild / Necromancer Games
# Wilderlands of High Fantasy Box Set
#
# Copyright 2005
#

:Start
1,[CLASS]<br>[CONDITION], In a [STATE] State<br>Guarded by [KEEPER] 

:CLASS
1,Ruins of a [RUINS]
2,An Ancient Relic of [RELICS]
3,The Remains of [REMAINS]
4,The Vestiges of [VESTIGES]
5,The Remnants of [REMNANTS]
6,Refuse Consisting of [REFUSE]
7,The Wreckage of [WRECKS]
8,The Skeletons of [SKELETONS]
9,An Antique [ANTIQUES]
10,An Artifact Used as [ARTIFACTS]

:CONDITION
1,Partially Covered in [COVERING]
2,Fully Covered in [COVERING]
3,Lying Above Ground
4,Lying on a Rocky Slope
5,Lying Inside a Cave
6,Lying In a Crevice
7,Lying Beneath an Overhang
8,Lying Inside a Large Crater
9,Lying Partially Sunken in [COVERING]
10,Charred & Burnt

:COVERING
1,Sand
2,Ashes
3,Cinders
4,Earth
5,Thicket
6,Mold
7,Slime
8,Rocks
9,Webs & Dust
10,Vines

:STATE
1,Crumbled & Decayed
2,Disfigured & Defaced
3,Wormeaten
4,Crystallized & Petrified
5,Corroded & Eroded
6,Collapsed & Tumbled
7,Moldy & Contaminated
8,Dangerously Operational
9,Partially Operational
10,Fully Operational

:KEEPER
1,Mechanical Device
2,Giant Types
3,Dragon Class
4,Undead Types
5,Lycanthropes
6,True Giants
7,Animals
8,Insects
9,Trap
10,Nothing

:RUINS
1,[MANOR]
2,Village, consisting of [VILLAGE]
3,City, consisting of [CITY]
4,Citadel, consisting of [CITADEL]
5,Castle, consisting of [CASTLE]
6,[TEMPLE]

:MANOR
1,Hut
2,Hovel
3,Hall
4,Villa
5,Cottage
6,Palace

:VILLAGE
1,{2d6} Huts
2,{4d6} Hovels
3,{6d6} Cottages
4,{6d6} Cottages and Ditch
5,{6d6} Cottages and Pallisade
6,{6d6} Cottages w/ Pallisade & Moat

:CITY
1,{7d6} Huts and [CITADEL]
2,{8d6} Houses
3,{9d6} Houses & Wall
4,{9d6} Houses, Wall,{1d3} [CITADEL]
5,{20d6} Houses
6,{20d6} Houses & {1d4} [TEMPLE]

:CITADEL
1,Tower
2,Tower & Wall
3,Great Keep
4,Keep & 4 Towers
5,Keep & 4 Towers & Wall
6,Keep & 4 Towers & Wall w/ Moat

:CASTLE
1,Keep & Pallisade
2,Keep & Pallidade w/ Moat
3,Keep & Pallisade w/ Walls & Moat
4,Keep & Pallisade w/ Walls & Moat & Manor House
5,Keep w/ 4 Towers & Pallisade w/ Walls & Manor House
6,Keep w/ 4 Towers & Pallisade w/ Walls & Moat & Manor House

:TEMPLE
1,Altar
2,Shrine
3,Sanctuary
4,Oracle
5,Pantheon
6,Monastery

:RELICS
1,[TOOLS]
2,[MACHINES]
3,[TOMBS]
4,[ARMOR]
5,[WEAPONS]
6,[CONTAINERS]

:TOOLS
1,a Ladder
2,a Plow
3,a Pick
4,a Hoe
5,an Anvil
6,an Axe

:MACHINES
1,a Loom
2,a Grinding Wheel
3,a Clock
4,a Balance
5,a Potter's Wheel
6,a Press

:TOMBS
1,a Grave
2,a Sepulcher
3,a Mausoleum
4,a Catacombs
5,a Vault
6,a Crypt

:ARMOR
1,a Breastplate
2,a Pair of Greaves
3,a Pair of Gauntlets
4,a Helmet
5,a Chainmail
6,a Shield

:WEAPONS
1,a Dagger
2,a Scimitar
3,a Hand Axe
4,a Spear
5,a Trident
6,a Battleaxe

:CONTAINERS
1,Barrels
2,Urns
3,Trunks
4,Jars
5,Bottles
6,Boxes

:REMAINS
1,[UTENSILS]
2,[APPAREL]
3,[HARNESS]
4,[TOYS]
5,[OPTICS]
6,[TOME]

:UTENSILS
1,an Eating Utensil
2,a Digging Tool
3,a Writing Instrument
4,a Navigating Instrument
5,a Measuring Instrument
6,a Musical Instrument

:APPAREL
1,a Haubrek
2,a Pair of Boots
3,a Cloak
