#"Speisekarte" publish single
# Inn Menues
# Different kinds of Food for Inns and Taverns

#First: A (normal) - B (uncommon) - C(rare)

:Start
1,Speisekarte des Tages
_{CR~}Frühstück: {Cap~[breakfastBake]}, [breakfastEgg], [breakfastTopping], [breakfastDairy]
_{CR~}Hauptgericht: {Cap~[lunchmeat]}[lunchaddon], [lunchmeat][lunchaddon], {Cap~[veg]}, {Cap~[veg]}
_{CR~}Süßes: {Cap~[sweets]}, {Cap~[sweets]}
_{CR~}Spezial: {Cap~[lunchmeatspec]}[lunchaddon]
_{CR~}

:breakfastBake
1,{Select~{Dice~1d3},1,,2,,3,[adj]er }{Cap~[bakePRE][bpartM]}
1,{Select~{Dice~1d3},1,,2,,3,[adj]e }{Cap~[bakePRE][bpartF]}
1,{Select~{Dice~1d3},1,,2,,3,[adj]es }{Cap~[bakePRE][bpartN]}

:breakfastEgg
1-4,{Select~{Dice~1d3},1,,2,,3,[adj]e }{Cap~[eggPRE]eier}
1,{Cap~[eggPRE]eieromelett}

:breakfastTopping
1-5,{Cap~[fruitPRE]}marmelade
1-2,{Cap~[fruitPRE]}gelee
1-3,Honig

:breakfastDairy
1,{Cap~{Select~{Dice~1d2},1,,2,[milkPRE]}[dairy]}

:lunchmeat
1-2,{Select~{Dice~1d2},1,,2,[madj]er }{Cap~{ChooseFrom~meatAPRE,eggAPRE,milkAPRE}[mpartAM]}
1-2,{Select~{Dice~1d2},1,,2,[madj]e }{Cap~{ChooseFrom~meatAPRE,eggAPRE,milkAPRE}[mpartAF]}
1-2,{Select~{Dice~1d2},1,,2,[madj]es }{Cap~{ChooseFrom~meatAPRE,eggAPRE,milkAPRE}[mpartAN]}
1,{Select~{Dice~1d2},1,,2,[madj]er }{Cap~{ChooseFrom~meatAPRE,eggAPRE,milkAPRE}[mpartBM]}
1,{Select~{Dice~1d2},1,,2,[madj]e }{Cap~{ChooseFrom~meatAPRE,eggAPRE,milkAPRE}[mpartBF]}
1,{Select~{Dice~1d2},1,,2,[madj]es }{Cap~{ChooseFrom~meatAPRE,eggAPRE,milkAPRE}[mpartBN]}
1-2,{Select~{Dice~1d2},1,,2,[madj]er }{Cap~{ChooseFrom~meatAM,meatBM}}
1-2,{Select~{Dice~1d2},1,,2,[madj]e }{Cap~{ChooseFrom~meatAF,eggAF}}
1-2,{Select~{Dice~1d2},1,,2,[madj]es }{Cap~{ChooseFrom~meatAN,eggAN}}

:lunchmeatspec
1,{Cap~[meatPRE][mpartM]}
1,{Cap~[meatPRE][mpartF]}
1,{Cap~[meatPRE][mpartN]}
1,{Cap~[meatPRE][mpartX]}
1-4,{Cap~[vegPRE][part]}

:lunchaddon
1-4,
1-2, in Soße aus [breakfastDairy]
1-3, mit {Cap~[herb]}
1-2, in {Cap~{ChooseFrom~fruitPRE,vegPRE}}soße
1, im Brotteig

:sweets
1-4,[sweetPRE][spart]
1-3,[fruitPRE][spart]
1,Süß[vegPRE][spart]
1,[adj]er {Cap~[fruitM]}
1,[adj]e {Cap~[fruitF]}
1,[adj]e {Cap~[fruitX]}

:herb
1-9,{ChooseFrom~herbAM,herbAF,herbAN}
1-3,{ChooseFrom~herbBM,herbBF,herbBN}
1,[herbCN]
1-3,[Herb Names.Start]

:adj
1-9,[adjA]
1-3,[adjB]
1,[adjC]

:madj
1-9,{ChooseFrom~adjA,madjA}
1-3,{ChooseFrom~adjB,madjB}
1,{ChooseFrom~adjC,madjC}

:adjA
1,gekocht
1,frittiert
1,geräuchert
1,gebraten
1,eingelegt
1,gegart
1,scharf
1,süß
1,saur

:adjB
1,gegrillt
1,gesotten
1,gedünstet
1,gedämpft
1,gesurt
1,gepfeffert
1,roh
1,geklopft
1,glasiert

:adjC
1,flambiert
1,tranchiert
1,luftgetrocknet
1,gereift
1,gefettet
1,gewässert
1,bittr

:bakePRE
1-9,[bakeAPRE]
1-3,[bakeBPRE]
1,[bakeCPRE]

:bakeAPRE
1,mais
1,erbsen
1,karotten
1,kartoffel
1,linsen
1,rüben
1,spinat
1,zwiebel
1,gersten
1,weizen
1,roggen
1,hafer
1,grünkern

:bakeBPRE
1,hirse
1,kichererbsen
1,kürbiskern
1,nuss
1,reis
1,mehrkorn
1,sonnenblumen
1,weißmehl
1,laugen

:bakeCPRE
1,pinienkern
1,haggotrath
1,zwergenkorn

:bpartM
1-3,[bpartAM]
1,[bpartBM]

:bpartF
1-3,[bpartAX]
1,[bpartBX]

:bpartN
1-3,[bpartAN]
1,[bpartBN]

:bpartAM
1,fladen
1,pfannkuchen

:bpartBM
1,ring

:bpartAN
1,brot

:bpartBN
1,baguette

:bpartAX
1,semmeln
1,brezen

:bpartBX
1,stangen
1,hörnchen

:dairy
1-9,{ChooseFrom~dairyAF,dairyAM}
1-3,{ChooseFrom~dairyBF,dairyBM}
1,{ChooseFrom~dairyCM}

:dairyAF
1,milch

:dairyAM
1,frischkäse
1,jogurt mit {Cap~[fruit]}
1,quark
1,käse

:dairyBF
1,sahne

:dairyBM
1,butter
1,hartkäse
1,kefir

:dairyCM
1,blaukäse

:eggPRE
1-8,[eggAPRE]
1-4,[eggBPRE]
1-2,[eggCPRE]
1,[eggDPRE]

:eggAF
1,pute

:eggAN
1,hähnchen
1,huhn

:eggAPRE
1,hühner
1,puten
1,vogel

:eggBF
1,ente
1,gans
1,schildkröte
1,schlange

:eggBM
1,pfau

:eggBPRE
1,enten
1,gänse
1,pfauen
1,schildkröten
1,schlangen
1,wachtel

:eggCF
1,echse
1,eule
1,krähe
1,möve

:eggCM
1,adler
1,strauss
1,emu
1,condor

:eggCPRE
1,adler
1,echsen
1,eulen
1,krähen
1,möven
1,straussen
1,emu
1,kauz

:eggDM
1,drache
1,flugsaurier
1,hippogreif
1,kranich
1,saurier
1,dodo

:eggDPRE
1,drachen
1,flugsaurier
1,hippogreifen
1,kranich
1,saurier
1,dodo

:fruitPRE
1-9,[fruitAPRE]
1-3,[fruitBPRE]
1,[fruitCPRE]

:fruit
1-9,{ChooseFrom~fruitAF,fruitAM,fruitAX}
1-3,{ChooseFrom~fruitBF,fruitBM,fruitBX}
1,{ChooseFrom~fruitCF,fruitCX}

:fruitF
1-9,[fruitAF]
1-3,[fruitBF]
1,[fruitCF]

:fruitM
1-9,[fruitAM]
1-3,[fruitBM]
1,[fruitCM]

:fruitX
1-9,[fruitAX]
1-3,[fruitBX]
1,[fruitCX]

:fruitAF
1,birne
1,melone
1,pflaume
1,orange

:fruitAM
1,apfel

:fruitAPRE
1,apfel
1,birnen
1,brombeer
1,erdbeer
1,himbeer
1,johannisbeer
1,rhabarber
1,trauben
1,zwetschgen
1,pflaumen
1,orangen

:fruitAX
1,brombeeren
1,erdbeeren
1,himbeeren
1,johannisbeeren
1,trauben
