#"Standard" publish
;Start
1,[First]{Loop~{Dice~1d3-1},[Middle]}[End]


;First
1,Ael
1,Al
1,Ald
1,And
1,Ar
1,Ard
1,Art
1,As
1,Ash
1,Az
1,Ba
1,Bae
1,Bar
1,Bay
1,Bel
1,Binthe
1,Brow
1,Ca
1,Cal
1,Car
1,Char
1,Chies
1,Chy
1,Claune
1,Cor
1,Crac
1,Cyn
1,Daf
1,Dain
1,Dar
1,Das
1,Del
1,Dez
1,Dir
1,Dras
1,Druc
1,El
1,Er
1,Est
1,Eth
1,Flar
1,For
1,Ge
1,Geld
1,Grave
1,Ha
1,Hab
1,Haith
1,Hal
1,Har
1,Harab
1,Harg
1,Haur
1,Hob
1,Hor
1,Houl
1,Hy
1,I
1,In
1,Jar
1,Jast
1,Jes
1,Ka
1,Keld
1,Ki
1,Kil
1,Kir
1,Klab
1,Kol
1,Kop
1,Kor
1,Kren
1,Kuv
1,Lab
1,Lar
1,Las
1,Loc
1,Lor
1,Mar
1,Mart
1,Mel
1,Mold
1,Na
1,Nap
1,Naut
1,Nev
1,Nist
1,Nor
1,Nun
1,Ny
1,Ob
1,Obr
1,Oc
1,Odas
1,Ost
1,Pan
1,Par
1,Pas
1,Pav
1,Per
1,Pes
1,Plag
1,Pulg
1,Quarne
1,Quer
1,Ral
1,Rald
1,Ro
1,Rol
1,Ros
1,Rusk
1,Ry
1,Ryle
1,Sald
1,Sar
1,Scaun
1,Sep
1,Shot
1,Shy
1,Skal
1,Star
1,Syn
1,Tarl
1,Ter
1,Tes
1,Toc
1,Tral
1,Ty
1,Uld
1,Ur
1,Vab
1,Vad
1,Val
1,Vald
1,Var
1,Vard
1,Vart
1,Vast
1,Verd
1,Wal
1,Wearn
1,Win
1,Wy
1,Yal
1,Yar
1,Yas
1,Ym
1,Zald
1,Zol

;Middle
1,a
1,acy
1,ain
1,air
1,ak
1,al
1,aldy
1,alen
1,aller
1,am
1,ame
1,an
1,ance
1,ane
1,ant
1,ar
1,arik
1,arn
1,arne
1,arny
1,arry
1,art
1,arth
1,arty
1,aryn
1,aryne
1,as
1,asc
1,ast
1,astar
1,asty
1,aur
1,aver
1,ax
1,ayn
1,ayne
1,az
1,azer
1,ber
1,bin
1,cam
1,car
1,carad
1,carn
1,carth
1,cath
1,chean
1,codd
1,cuth
1,dal
1,dar
1,dor
1,doth
1,dy
1,eas
1,el
1,en
1,end
1,ene
1,er
1,era
1,ere
1,ern
1,erry
1,ert
1,et
1,eth
1,ew
1,fyn
1,gant
1,gar
1,gary
1,gayn
1,geth
1,gine
1,gur
1,hen
1,iam
1,ian
1,id
1,iel
1,ien
1,iera
1,il
1,im
1,ime
1,in
1,ir
1,is
1,juin
1,la
1,len
1,lene
1,lin
1,lir
1,loc
1,luth
1,ly
1,lyn
1,mel
1,nal
1,ney
1,nik
1,nyd
1,oller
1,om
1,on
1,ont
1,or
1,orn
1,que
1,quent
1,quin
1,quine
1,ras
1,rath
1,reth
1,rik
1,ris
1,ro
1,ron
1,sa
1,se
1,sene
1,stead
1,sume
1,ta
1,tak
1,tan
1,tar
1,ter
1,tha
1,tin
1,tuny
1,ty
1,tyn
1,tyne
1,un
1,valer
1,varn
1,war
1,warne
1,warty
1,wat
1,y
1,yd
1,ydd
1,yn
1,yne
1,yr
1,zane

;End
1,aead
1,aedil
1,aelb
1,aelf
1,aethel
1,ald
1,alh
1,badu
1,balt
1,balth
1,beado
1,beald
1,beo
1,beorht
1,beorn
1,berct
1,berict
1,bern
1,blith
1,brand
1,bregu
1,broad
1,burg
1,burh
1,cene
1,ceol
1,ceon
1,coin
1,cud
1,cuic
1,cuth
1,cwic
1,cyn
1,cyni
1,degn
1,dryct
1,dryht
1,ead
1,eald
1,ealh
1,earcon
1,earn
1,ec
1,ecg
1,ed
1,eofor
1,eorcon
1,eormen
1,ercon
1,ferth
1,flaed
1,fled
1,folc
1,for
1,ford
1,fri
1,frid
1,frit
1,frith
1,gar
1,geld
1,geofu
1,gifu
1,gisl
1,gold
1,grim
1,gund
1,gunn
1,gyd
1,gyth
1,haed
1,haem
1,haeth
1,hard
1,hathu
1,heah
1,healf
1,heard
1,helm
1,here
1,heri
1,hild
1,hreth
1,hroth
1,huaet
1,hugu
1,hun
1,hyg
1,iaru
1,lac
1,laf
1,leof
1,lid
1,lind
1,linda
1,maegen
1,maer
1,man
1,mon
1,mund
1,noth
1,oidil
1,ongen
1,os
1,quic
1,raed
1,rath
1,red
1,refu
1,ric
1,saex
1,sax
1,sele
1,sex
1,sig
1,sige
1,stan
1,swid
1,swith
1,tat
1,theod
1,theof
1,theow
1,thryd
1,thryth
1,til
1,torct
1,trum
1,tun
1,ulf
1,waeg
1,wald
1,walh
1,ward
1,wealch
1,weald
1,weard
1,wic
1,wict
1,wida
1,wig
1,wiht
1,wilbald
1,wine
1,wini
1,wiv
1,wiw
1,wuda
1,wudu
1,wulf
1,wyn
1,wynn
1,yrmen
